AudioData_AdaBoostClassifier,AudioData_DecisionTreeClassifier,AudioData_GradientBoostingClassifier,ProcessedMeta_AdaBoostClassifier,ProcessedMeta_BaggingClassifier,ProcessedMeta_DecisionTreeClassifier,ProcessedMeta_SVC,ProcessedMeta_XGBClassifier,TextData_BaggingClassifier,TextData_GradientBoostingClassifier,TextData_RandomForestClassifier,TextData_XGBClassifier,V3Data_AdaBoostClassifier,V3Data_DecisionTreeClassifier,V3Data_GradientBoostingClassifier,V3Data_KNeighborsClassifier,V3Data_LogisticRegression,V3Data_MultinomialNB,V3Data_XGBClassifier,VisualData_AdaBoostClassifier,VisualData_BaggingClassifier,VisualData_DecisionTreeClassifier,VisualData_GradientBoostingClassifier,VisualData_KNeighborsClassifier,VisualData_LogisticRegression,VisualData_RandomForestClassifier,VisualData_SVC,VisualData_XGBClassifier
0.4900219552938321,0.0,0.19908714684290832,0.5163787434421027,0.8,1.0,0.5364641996571231,0.8424563407897949,0.7,0.33179898861415635,0.6,0.44276097416877747,0.49088604830856913,0.0,0.4431690218061744,0.8,0.5599374088574134,0.7620274495165406,0.4954347014427185,0.43093552484288333,0.3,0.0,0.03112130393681599,0.4,0.02808094405865102,0.3,0.5186188470414239,0.0526396743953228
0.6661700520417693,1.0,0.9006720551601876,0.5300962089331321,0.8,1.0,0.5364641996571231,0.9255606532096863,0.8,0.820921213546147,0.7,0.864457368850708,0.5861387836214851,1.0,0.9926580206335591,0.6,0.7828863651254021,0.9999908045469834,0.7818458080291748,0.5662466311002304,0.9,0.0,0.9659314915203426,0.8,0.05988253062614568,0.6,0.5186188470414239,0.8517646789550781
0.6812636779000186,1.0,0.9875925411376435,0.5031605171391965,0.5,0.0,0.5375505007367725,0.4040493071079254,0.6,0.8574250406403938,0.9,0.35475772619247437,0.5018802140309085,0.0,0.2855480127087006,0.6,0.8803440048843034,0.9709040922841428,0.2259402573108673,0.5032704787440238,0.6,1.0,0.9386864677635218,0.6,0.0003409422813187363,0.7,0.5186188470414239,0.8975818753242493
0.49421868335597857,0.0,0.0014293776983918714,0.49111799927642347,0.5,0.0,0.5395980435395339,0.6247627139091492,0.6,0.6230296165533473,0.3,0.8442740440368652,0.5723491396316747,0.0,0.9884856889664281,0.6,0.38267331852511693,0.773112216408264,0.6052419543266296,0.7718838827679734,0.6,1.0,0.9021119345116905,1.0,0.07657342586068032,0.4,0.5395370803694393,0.8891496658325195
0.7242521713481763,0.0,0.9814098810136829,0.5001913900982199,0.7,0.0,0.5395980435395339,0.33185845613479614,0.7,0.8837442819136081,0.5,0.8312434554100037,0.5434983497415188,0.0,0.9962144490621931,0.6,0.7066613464885673,0.7312729076543938,0.7281152009963989,0.5758129202137319,0.4196428571428571,1.0,0.9695901903857758,0.6,0.9141277286387414,0.7,0.5395370803694393,0.7427504062652588
0.6058677369069752,1.0,0.9705732959062506,0.5179362168415548,0.7,0.0,0.6465160245590337,0.40683403611183167,0.4,0.7417139167886024,0.9,0.36191311478614807,0.32155535278335484,0.0,0.07435556612548144,0.6,0.3890816258543595,9.220465505687197e-05,0.13289465010166168,0.544557743578893,0.6,0.0,0.681218952516707,0.6,0.9999839908527005,0.6,0.5186188470414239,0.5826073884963989
0.5088119283584812,1.0,0.9983235284415942,0.5247015659203423,0.8,1.0,0.5364641996571231,0.8498525619506836,0.7,0.7180487105252165,0.3,0.7892253994941711,0.5079397610468182,1.0,0.9605725459361053,0.6,0.8336503978490797,0.9992812653260909,0.9342775344848633,0.5334887193453035,0.8,1.0,0.9804838592581426,0.6,0.00031286534842016637,0.4,0.5186188470414239,0.7749726176261902
0.4384305522520299,1.0,0.3441595982084484,0.5031635292484357,0.2,1.0,0.5364641996571231,0.3674740493297577,0.6,0.33052823256245695,0.9,0.5184434056282043,0.45986177403132517,1.0,0.9441725869213248,0.4,0.25509739929160336,0.001971660037844,0.2974623143672943,0.42728266448341784,0.1,0.0,0.005671032000317559,0.2,0.7651572908495797,0.1,0.2523318846420783,0.05383135378360748
0.49762748586635985,0.0,0.7270944503976587,0.5226766225136175,0.8,1.0,0.5364641996571231,0.8762897849082947,0.2,0.09890076838389046,0.8,0.11987219005823135,0.5679141976061685,1.0,0.7343608624841291,0.8,0.31551643696101345,0.003903405738667298,0.6423365473747253,0.5245657691167412,0.6,0.0,0.6661908291260482,0.6,0.07980556437818911,0.6,0.5186188470414239,0.9414981007575989
0.7273793381647546,1.0,0.9958365328060378,0.4975988632226611,0.7,1.0,0.5476016649671158,0.5891744494438171,0.8,0.7772714634559544,0.5,0.6177375912666321,0.47925965075345617,0.0,0.7902891404669807,0.4,0.7143374749955769,0.1639049744923534,0.7844088673591614,0.48961159804643123,1.0,1.0,0.964776451245864,0.8,0.0023870585565820986,0.5,0.5267572199083987,0.9294981956481934
0.4632544121995196,1.0,0.0038526153543372655,0.5231552826677329,0.7,1.0,0.5476016649671158,0.9729177951812744,0.9,0.8455666753699551,0.8,0.5779992938041687,0.513957414465754,1.0,0.4907522237480783,0.6,0.39077234975083286,0.8688911222108395,0.8539182543754578,0.5062911968145947,0.7,1.0,0.970779222931591,0.6,0.494209701007612,0.5,0.5267572199083987,0.9080672264099121
0.7167840444444218,1.0,0.9964169263078463,0.5153371600065815,0.5,1.0,0.5364641996571231,0.8472732305526733,0.6,0.8801239905413594,0.9,0.7935994267463684,0.4011324814497377,0.0,0.640277523045929,0.6,0.33031730343748655,4.06518734051218e-06,0.577243983745575,0.5543741214792086,1.0,1.0,0.9902144556465213,1.0,0.8475523703076622,1.0,0.7703478597532843,0.9222842454910278
0.540057427592292,1.0,0.9374066776950697,0.48363241680944236,0.8,1.0,0.5364641996571231,0.34923437237739563,0.7,0.8454706679354239,0.9,0.8068355321884155,0.6708316504629905,1.0,0.9984177098245075,0.8,0.8995613455384535,0.9968516510658714,0.9830958843231201,0.4595449067941356,0.7,1.0,0.09185224372853068,0.2,0.18215647431337242,0.4,0.5186188470414239,0.24551168084144592
0.3563625170051329,1.0,0.8854691019281955,0.49388162915196815,0.4,0.0,0.9536989888785945,0.06676400452852249,0.7,0.7831749511560804,0.9,0.5598304271697998,0.47107241929218563,0.0,0.12322706406858998,0.2,0.005179047013445701,9.316367718690237e-09,0.5678386092185974,0.6118041744868762,0.2,1.0,0.13610091622069775,0.2,0.9999999971630615,0.4,0.5186188470414239,0.43134912848472595
0.527640587624089,0.0,0.014621638929981685,0.5099504868764114,0.7,1.0,0.5476016649671158,0.27410972118377686,0.6,0.8010221076356485,0.5,0.6177375912666321,0.5408484881436176,1.0,0.5800869535971727,0.8,0.2794739850337422,0.01713199619724584,0.8108187913894653,0.5286133665097135,0.4,0.0,0.9430484106526993,0.4,0.2793692698238627,0.6625,0.5267572199083987,0.7322525382041931
0.4956722146581442,0.0,0.9114118583430504,0.5191008429502703,0.5,1.0,0.5476016649671158,0.7861930727958679,0.5,0.8010221076356485,0.3,0.5805930495262146,0.5274571282215554,1.0,0.8212815325411331,0.4,0.9846756473964794,0.9688430874968296,0.20183581113815308,0.36750826561050126,0.4,0.0,0.01260824711093799,0.4,0.9839034353922238,0.3,0.5267572199083987,0.0986776053905487
0.44016790293616254,0.0,0.9354399810124374,0.5025005790037236,0.4,0.0,0.5476016649671158,0.6469534635543823,0.6,0.4958074643803519,0.3,0.7876919507980347,0.5316064334350898,0.0,0.5941978865302652,1.0,0.9858658243530625,0.9999999909477992,0.5214381814002991,0.5081585058359341,0.849047619047619,0.8333333333333334,0.8334087851179575,0.8,0.7877424627316783,0.8649206349206349,0.692631503322371,0.8349008560180664
0.526613584985843,1.0,0.9204493903565113,0.6754108078019362,0.1,0.0,0.969896974717724,0.3116421699523926,0.3,0.7388347425203621,0.5,0.22527489066123962,0.4622542574832834,1.0,0.1615965519239723,0.4,0.9417233299198685,0.001044456233749389,0.04201670363545418,0.4860783428069499,0.7,1.0,0.9243615864652611,0.6,0.07447172095996783,0.7,0.5267572199083987,0.7311331629753113
0.573819057472779,0.0,0.014815259585865314,0.4959340463284051,0.8,1.0,0.5476016649671158,0.741944432258606,0.7,0.8331239453062472,0.5,0.687700629234314,0.5856914992227336,0.0,0.9957343468246422,0.6,0.8128551118828439,0.9956021566043574,0.896349310874939,0.5381868489842755,0.7,1.0,0.9492740676623966,0.6,0.00021393811691295729,0.4,0.5267572199083987,0.9481639266014099
0.5040907037012801,0.0,0.9237601746063487,0.5065218942830185,0.4,1.0,0.5386479032279615,0.38378238677978516,0.6,0.7342871766685362,0.7,0.5331956744194031,0.48628185261551055,0.0,0.8665128643109177,0.4,0.9596356661754284,0.9999357072688722,0.6833583116531372,0.5068935939170469,0.7447619047619047,0.8,0.8104145230450659,0.8,0.7834741227251786,0.8323809523809524,0.5649091510858499,0.7569437623023987
0.5078409073068807,1.0,0.011139400026562569,0.504585638511857,0.2,1.0,0.5476016649671158,0.5261871218681335,0.6,0.8010221076356485,0.4,0.5805930495262146,0.4117364146972486,0.0,0.13179262593962215,0.6,0.1415821473278799,4.580955105272247e-06,0.10711003839969635,0.48573457574947637,0.7,1.0,0.8364949038710079,0.8,0.9112281255279322,0.5,0.5267572199083987,0.7791858911514282
0.5384715608515913,1.0,0.6556727907656751,0.4877124030799695,0.5,1.0,0.5386479032279615,0.5463018417358398,0.6,0.7665584166171855,0.8,0.7670585513114929,0.616092170961737,0.0,0.9977847379679722,0.4,0.8692010727594456,0.9999939065868715,0.9638420939445496,0.5080776236492317,0.8222943722943722,0.8333333333333334,0.8220705968247956,0.8,0.7820184626421668,0.8266391941391941,0.5649120884799202,0.828086256980896
0.5869717777737679,0.0,0.9855635626255277,0.5098060970151185,0.6,1.0,0.5386479032279615,0.7703766226768494,0.3,0.14379513926186221,0.8,0.42460575699806213,0.4497121425327339,1.0,0.588505977491537,0.2,0.549166642547317,0.009769225898918845,0.2688533663749695,0.5203412454237302,0.8,1.0,0.8252880494244326,0.4,0.9736972870964319,0.6,0.5442800541901246,0.9143549799919128
0.5254976270389591,1.0,0.7474034214275386,0.5412465279892739,0.8,1.0,0.5386479032279615,0.8411287069320679,0.8,0.5356153679578626,0.5,0.8895783424377441,0.5106886037158744,1.0,0.942446091185974,0.6,0.9356175197030443,0.9999856420821135,0.9151708483695984,0.2945251134644244,0.1,0.0,0.05036838685735468,0.2,0.1572169796103539,0.4,0.5442800541901246,0.04673703387379646
0.5412307533676994,0.0,0.8784492709299447,0.5119266822801879,0.5,1.0,0.5386479032279615,0.19354203343391418,0.6,0.77493376503456,0.7,0.5144783854484558,0.4615089812579479,1.0,0.017857593178962773,0.4,0.08427029174888652,0.01272693216586802,0.1810043305158615,0.5449217621205963,0.5,0.0,0.9552384181652503,0.4,0.9254712309824391,0.5,0.5442800541901246,0.7192372679710388
0.42890995413616045,1.0,0.3005809218182087,0.5166436264530129,0.9,1.0,0.5476016649671158,0.46903297305107117,0.7,0.8010221076356485,0.5,0.7876919507980347,0.4965624275136856,0.0,0.27177383762876345,0.4,0.21804195727240275,0.003483112827369884,0.3576423227787018,0.6266216883554053,0.7,1.0,0.7437696197643593,0.4,0.6154693424409168,0.7,0.5267572199083987,0.5630760788917542
0.7225043058761029,1.0,0.9994456505342992,0.5179339424228249,0.9,1.0,0.5476016649671158,0.9584200382232666,0.3,0.19000529696186094,0.7,0.4052390158176422,0.4160630915872328,1.0,0.12172557389711776,0.4,0.41194804864370843,3.8689394137145136e-07,0.08907771855592728,0.5309979150618114,0.5,0.0,0.2926964452360526,0.6,0.0012010311404219488,0.2,0.5267572199083987,0.6081852316856384
0.5396004979636612,0.0,0.9873997731563007,0.5089425528576884,0.9,0.0,0.5366816486047009,0.4280763566493988,0.7,0.8381207043717563,0.7,0.8088675141334534,0.5222908059433505,0.0,0.3823399864629796,0.8,0.12134223041273677,0.0020653839742349024,0.6599565744400024,0.5228621211829326,0.9,1.0,0.977832575254148,0.6,0.9977152314079052,0.8,0.5497266485700448,0.9537549614906311
0.46549247964462515,0.0,0.1250182753942443,0.4834341670518283,0.7,1.0,0.5386479032279615,0.7064782381057739,0.2,0.12927858089533054,0.5,0.22223050892353058,0.522156241025118,0.0,0.2808810096563043,0.4,0.08086773807364006,0.004162490902280489,0.5061564445495605,0.5268773516567071,0.3,0.0,0.23778630398505884,0.4,0.20967287837702178,0.6,0.5442800541901246,0.47995519638061523
0.5812804232313782,1.0,0.10503247128539027,0.48741848566777285,0.2,0.0,0.5366811037642982,0.43538898229599,0.6,0.5182155524531854,0.8,0.5256632566452026,0.47394910531861123,1.0,0.7780510599686179,0.4,0.1419163826367253,1.0067541677276226e-08,0.7090415358543396,0.472531362512187,0.6,0.0,0.4378163991892401,0.4,0.0016197933508863144,0.5,0.5497266485700448,0.6273394823074341
0.45745604998525097,0.0,0.9524394890445057,0.5878203162820073,0.8,1.0,0.5386479032279615,0.8299177885055542,0.5,0.327811847281389,0.6,0.5060147047042847,0.5142917435438541,0.0,0.8148032740674443,0.6,0.933672136807585,0.9903044823034192,0.21018682420253754,0.4992182415358599,0.5,1.0,0.8216086178846516,0.2,1.0,0.7,0.5442800541901246,0.5619422197341919
0.4586838356545601,1.0,0.33796720611861036,0.4936994066664575,0.6,1.0,0.5366816486047009,0.7671218514442444,0.7,0.6076288405141708,0.6,0.5256632566452026,0.5727082103645067,1.0,0.338095539608862,0.4,0.9776506723026448,0.9988806222882638,0.5528433322906494,0.5068003759650591,0.8121428571428572,0.8,0.8045360303471341,0.8,0.8455262049011358,0.8073809523809524,0.4401560858216544,0.7724177241325378
0.523781734390743,0.0,0.5279637128019217,0.391387902632849,0.5,0.0,0.5386479032279615,0.18939201533794403,0.8,0.8593471604145605,0.7,0.8984757661819458,0.4657201256106962,1.0,0.502569577064382,1.0,0.6189385823170939,0.19690352541446654,0.5122131109237671,0.5734981425398898,0.5,1.0,0.39215736635433873,0.4,0.03886174094139895,0.5,0.5442800541901246,0.4168875515460968
0.5119151306478641,0.0,0.996050169379113,0.5480612649375309,0.9,1.0,0.5386479032279615,0.9289056658744812,0.4,0.2535588851978785,0.6,0.34968680143356323,0.4824626073238534,1.0,0.6838396819854247,0.8,0.782376943339497,0.8860665359239945,0.6125707030296326,0.44597129226221727,0.6,1.0,0.4814945436908075,1.0,0.9849945273319345,0.9,0.5442800541901246,0.337610125541687
0.4269750054348722,1.0,0.7705311187065331,0.5010990732233955,0.5,1.0,0.5366816486047009,0.33861395716667175,0.4,0.7493871528153855,0.7,0.22405149042606354,0.4786796644930485,1.0,0.7248171022087353,0.8,0.051756769126530405,0.010779403634173635,0.742809534072876,0.488011751016219,0.4666666666666667,0.0,0.11627014124299315,0.2,0.7901536417503826,0.24666666666666667,0.5497266485700448,0.15329097211360931
0.32307921704475834,1.0,0.2750704126178868,0.5037373073826957,0.4,0.0,0.5366816486047009,0.6172157526016235,0.7,0.4475900690515496,0.5,0.37192872166633606,0.6080078848066334,0.0,0.714509782429992,0.8,0.6540411748444765,0.9525702122922564,0.8979678153991699,0.4983194633834857,0.6,0.0,0.4017398484380547,0.6,0.055012550548783026,0.6,0.5497266485700448,0.5035326480865479
0.5396573521891088,1.0,0.9625006344098309,0.5245097456866014,0.8,0.0,0.5366816486047009,0.5540452599525452,0.3,0.3200317367684905,0.6,0.053142983466386795,0.5970411672931321,0.0,0.8042198761559717,1.0,0.7791326781098403,0.6391829642668697,0.8125481605529785,0.6280322027776709,0.7,1.0,0.9817195674171972,0.6,0.8142188443605195,0.4,0.5497266485700448,0.9591604471206665
0.8111005341536875,1.0,0.7440687808796228,0.5133358882620402,0.5,1.0,0.5366816486047009,0.8249292969703674,0.8,0.7292593687797466,0.7,0.7818785905838013,0.5445114903060749,1.0,0.965893884916405,0.6,0.9052565909521637,0.7316566614471993,0.9112585783004761,0.28678214723167467,0.3,0.0,0.023532782467312545,0.2,0.8333475754681751,0.4,0.5497266485700448,0.1655329018831253
0.3751499482874225,1.0,0.8984724054158275,0.5175747064706501,0.9,0.0,0.5366816486047009,0.9000993371009827,0.7,0.6076288405141708,0.3,0.5841727256774902,0.392998857861238,0.0,0.6859857902485211,0.2,0.7489992289101278,0.9961351111541625,0.15701140463352203,0.5510724467451306,0.7666666666666667,1.0,0.9895992330324869,0.2,1.0,0.6666666666666666,0.5497266485700448,0.35761889815330505
0.5326437913054082,1.0,0.9575243959595529,0.4960531886462815,0.3,0.0,0.544859966507761,0.03312157839536667,0.9,0.853555769064895,0.7,0.7405391931533813,0.5337625960553517,1.0,0.9987459259478417,0.6,0.7096139823022555,0.9909698656077468,0.7723211050033569,0.5097037630246991,0.5833333333333334,1.0,0.9142628494793218,0.2,1.0,0.48,0.5113418168601102,0.718602180480957
0.419299690183452,1.0,0.04734203254735291,0.5256118965472705,0.9,1.0,0.544859966507761,0.9348995685577393,0.9,0.44612028279454224,0.4,0.8869014382362366,0.5343194783325842,1.0,0.9957397336423863,0.6,0.6036622008021052,0.16128133337211173,0.3346393406391144,0.47936630703480626,0.5,1.0,0.17769296947774452,0.8,0.2712280091443677,0.3,0.5113418168601102,0.2551368474960327
0.6924298790754918,1.0,0.7513599950710345,0.5137198835679646,0.6,0.0,0.5366816486047009,0.8063319325447083,0.4,0.29279680576577394,0.4,0.26842597126960754,0.5430350653461211,0.0,0.8510639527798047,0.8,0.9705447819838603,0.9997024407701792,0.772576630115509,0.45967679537609446,0.5,1.0,0.8170491734128797,0.6,0.9799511376784495,0.3,0.5497266485700448,0.8856677412986755
0.5465624132717006,1.0,0.30973937983779093,0.5256530758666712,0.7,1.0,0.544859966507761,0.9334806203842163,0.9,0.7885566978701628,0.6,0.5694527626037598,0.41388583762676706,0.0,0.0009992750561213888,0.6,0.8052603134077473,0.9999523491481498,0.5910117030143738,0.563346596371832,0.4,1.0,0.7836820305968704,0.6,0.9909763011556552,0.9,0.5113418168601102,0.9177188277244568
0.4853928671871614,0.0,0.6909930555065904,0.5254615043328715,0.7,1.0,0.544859966507761,0.9224474430084229,0.9,0.7885566978701628,0.6,0.5046050548553467,0.45927784945421696,1.0,0.9995978190863583,0.6,0.42371071595468646,0.9997513076149355,0.8616452813148499,0.40046534272618806,0.6,0.0,0.8032205710956295,0.2,0.03773172217592526,0.4,0.5113418168601102,0.27996698021888733
0.48814261756231303,1.0,0.9775952953431446,0.5049598806823105,0.1,0.0,0.5448588493438498,0.2778533697128296,0.9,0.8420681452705638,0.8,0.6463987827301025,0.5120009227170068,1.0,0.9987772175885252,0.6,0.9476433350832272,0.9999998486819209,0.7509406805038452,0.4975681001526934,0.5,1.0,0.361823335177549,0.6,0.7605745133671585,0.4,0.5113418168601102,0.46360868215560913
0.3164676053208322,0.0,0.40540629291300745,0.49041282960085514,0.7,1.0,0.5432600189402214,0.8881891369819641,0.9,0.8608932729384889,0.6,0.8147063255310059,0.5351436879861087,1.0,0.998101171214267,0.4,0.5240730206192131,0.9981102209182556,0.7504168748855591,0.5157576484850713,0.7,0.0,0.9756478753868091,0.8,0.422510534228233,0.4,0.5113418168601102,0.6818492412567139
0.5095671497594372,1.0,0.08401360577365874,0.5045688437801092,0.4,1.0,0.544859966507761,0.12391943484544754,0.7,0.7366875468043307,0.6,0.45250552892684937,0.5165422605538993,1.0,0.9941165576522357,0.4,0.6191058225991808,0.9894640660568177,0.4079570174217224,0.7267903641407264,0.4,1.0,0.2926747143495015,0.6,0.17541337099960647,0.6,0.5113418168601102,0.7142031788825989
0.5851741057398337,0.0,0.14181913623936473,0.4719370383579141,0.7,1.0,0.544859966507761,0.39706122875213623,1.0,0.8166566642068317,0.4,0.5694527626037598,0.4800702684401277,1.0,0.9928087486017754,0.2,0.25192856443945644,0.016215371687582247,0.4592917859554291,0.4926401784601791,0.3,0.0,0.6248828573373463,0.4,0.0052468483252593595,0.3,0.5113418168601102,0.4586940109729767
0.3996901250056674,1.0,0.6165620491219401,0.5170400377851221,0.9,1.0,0.5413670979982264,0.9397905468940735,0.9,0.8290217009131574,0.8,0.6241862177848816,0.554102578810674,0.0,0.7764841036140512,0.6,0.7159268003553109,0.4232517231457752,0.6236020922660828,0.4962261658774862,0.7,1.0,0.8152158128136702,0.4,0.38697985897371046,0.5,0.5168655309953037,0.800492525100708
0.2662161467200931,0.0,0.04105684838588351,0.31975074345479765,0.1,0.0,0.544859966507761,0.04408985748887062,0.7,0.8838781215488846,0.6,0.8358297348022461,0.558990882693196,1.0,0.9952893971402932,0.6,0.9273582604995947,0.9999956147717711,0.9001715779304504,0.5078886136710893,0.6,0.0,0.31066377391696864,0.6,0.14605033190470845,0.3,0.5113418168601102,0.25683000683784485
0.3075126929394847,0.0,0.2991470507007704,0.5046033946039303,0.6,1.0,0.5413670979982264,0.5943624973297119,0.6,0.30132650830998303,0.8,0.7617701292037964,0.5748964883069945,1.0,0.7533704024267818,0.6,0.7968708607394946,0.9999952166695754,0.8763163089752197,0.5055617713034322,0.6,1.0,0.4797072047981538,0.2,0.6416001654884982,0.5,0.5168655309953037,0.31216737627983093
0.456406778538669,1.0,0.5272689760944502,0.49090916936563145,0.4,1.0,0.5413670979982264,0.8307203054428101,0.6,0.7162849975229404,0.8,0.8165055513381958,0.4405920174636401,0.0,0.808810771401829,0.6,0.8760040757623558,0.9961972560656246,0.5032679438591003,0.44797032734247905,0.7,1.0,0.47404396894438783,0.4,0.9886560177634499,0.8,0.5168655309953037,0.5958577394485474
0.43712211068266427,1.0,0.04567587082179778,0.5787936961106367,0.5,1.0,0.5413670979982264,0.7557539939880371,0.8,0.6942763102490668,0.7,0.47417086362838745,0.4663163461310127,1.0,0.33086698428449907,1.0,0.546128841150756,9.304638367050738e-06,0.27438992261886597,0.36358197381237045,0.8,1.0,0.7132099219792727,0.8,0.10359077372432139,0.5,0.5168655309953037,0.2976158559322357
0.6992542192646557,1.0,0.9776422222223233,0.5144470044179804,0.4,0.0,0.5413670979982264,0.7586230635643005,0.7,0.8290217009131574,0.5,0.6085962653160095,0.5125538045366812,1.0,0.9675496672026428,0.4,0.1200036002250385,0.00038762562597799253,0.776499330997467,0.4610863175202598,0.5,0.0,0.48824078189037456,0.4,0.869405614819169,0.4,0.5168655309953037,0.3811887502670288
0.32854296719946924,0.0,0.9525667290514686,0.51968730629969,0.5,0.0,0.5413670979982264,0.13671210408210754,0.5,0.862804417073179,0.9,0.5002520084381104,0.5580368071277145,1.0,0.8434965582646987,0.6,0.3048830359318108,0.9554292397735172,0.7057481408119202,0.5068648996107092,0.7119841269841269,0.8,0.8040469711748365,0.8,0.7894930878175689,0.77491341991342,0.6960622181399595,0.7587341070175171
0.4575641500932592,1.0,0.021210965331264417,0.5300400417069077,0.2,1.0,0.5413670979982264,0.7284515500068665,0.5,0.8047441097825836,0.7,0.17110665142536163,0.49755924710488264,1.0,0.6998370493771079,0.4,0.5888297089763075,0.973834807762939,0.3989681899547577,0.5284835947865588,0.6,0.0,0.8347016857523628,0.8,0.7359666752986791,0.5,0.5168655309953037,0.24107567965984344
